Time_ms,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12,Sensor 13,Sensor 14,Sensor 15,Sensor 16,Sensor 17,Sensor 18,Sensor 19,Sensor 20,Sensor 21,Sensor 22,Sensor 23,Sensor 24
39481,100.87,104.79,31.47,29.9,30.49,30.49,62.03,31.2,31.65,31.84,32.51,32.22,58.34,36.34,32.91,31.29,40.27,45.35,38.55,38.83,39.98,38.69,43.17,93.05
39500,101.83,104.79,31.47,29.9,30.49,30.49,62.03,31.2,31.75,31.84,32.51,32.12,58.03,36.34,32.91,31.29,40.27,45.35,38.55,38.97,39.98,38.69,43.17,92.25
39520,101.83,103.78,31.47,29.9,30.49,30.49,62.03,31.2,31.75,31.84,32.51,32.22,58.03,36.34,32.91,31.29,40.27,45.35,38.55,38.97,39.98,38.69,43.17,93.05
39539,101.83,104.79,31.47,29.9,30.49,30.49,62.39,31.2,31.75,31.84,32.51,32.12,58.03,36.34,32.91,31.29,40.27,45.35,38.55,38.83,39.98,38.69,43.17,93.05
39559,101.83,103.78,31.47,29.9,30.49,30.49,62.39,31.2,31.75,31.93,32.41,32.12,58.34,36.34,32.91,31.29,40.27,45.35,38.55,38.97,39.98,38.69,43.17,93.05
39578,101.83,103.78,31.47,29.9,30.49,30.49,62.39,31.2,31.75,31.84,32.41,32.22,58.66,36.71,32.91,31.29,40.12,45.35,38.55,38.97,39.98,38.69,43.17,93.05
39598,101.83,104.79,31.47,29.9,30.49,30.49,62.03,31.11,31.75,31.84,32.51,32.22,58.98,36.71,32.91,31.29,39.98,45.35,38.55,38.83,39.83,38.69,43.17,92.25
39618,101.83,104.79,31.47,29.9,30.49,30.49,62.39,31.2,31.75,31.84,32.51,32.22,58.34,36.71,32.91,31.29,40.12,45.35,38.55,38.97,39.98,38.69,43.17,93.05
39637,101.83,104.79,31.47,29.9,30.49,30.49,62.03,31.2,31.75,31.84,32.51,32.12,57.72,36.71,32.91,31.29,40.12,45.35,38.55,38.97,39.83,38.69,43.17,93.05
39657,101.83,104.79,31.47,29.9,30.49,30.49,62.03,31.11,31.75,31.84,32.51,32.12,58.03,36.71,32.91,31.29,40.12,45.35,38.55,38.97,39.98,38.69,43.17,93.05
39676,101.83,103.78,31.47,29.9,30.49,30.49,62.03,31.2,31.84,31.93,32.41,32.12,58.03,36.71,32.91,31.29,40.27,45.35,38.55,38.97,39.83,38.69,43.17,93.05
39696,101.83,103.78,31.47,29.98,30.49,30.49,62.03,31.2,31.75,31.84,32.51,32.22,58.03,36.71,32.91,31.29,40.27,45.35,38.55,38.97,39.98,38.69,43.17,93.05
39717,101.83,104.79,31.47,29.9,30.49,30.49,62.03,31.11,31.75,31.84,32.51,32.12,58.03,36.71,32.91,31.29,40.12,45.35,38.55,38.97,39.98,38.69,43.17,93.86
39735,101.83,104.79,31.47,29.9,30.49,30.49,62.03,31.2,31.65,31.84,32.51,32.22,58.03,36.71,32.91,31.29,40.27,45.35,38.55,38.83,39.98,38.69,43.17,93.86
39756,101.83,103.78,31.47,29.9,30.49,30.49,62.03,31.2,31.75,31.84,32.51,32.22,58.03,36.71,32.91,31.29,40.27,45.35,38.55,38.83,39.98,38.55,43.17,92.25
